Date,CD_ACAO,Close,Close,Close
,,ABEV3.SA,ASAI3.SA,AXIA3.SA
2025-08-06,ASAI3.SA,,10.015766143798828,
2025-08-07,ASAI3.SA,,9.926957130432129,
2025-08-08,ASAI3.SA,,9.719734191894531,
2025-08-11,ASAI3.SA,,9.62105655670166,
2025-08-12,ASAI3.SA,,10.311799049377441,
2025-08-13,ASAI3.SA,,9.798676490783691,
2025-08-14,ASAI3.SA,,9.917089462280273,
2025-08-15,ASAI3.SA,,9.907221794128418,
2025-08-18,ASAI3.SA,,10.153915405273438,
2025-08-19,ASAI3.SA,,9.749337196350098,
2025-08-20,ASAI3.SA,,9.749337196350098,
2025-08-21,ASAI3.SA,,9.690130233764648,
2025-08-22,ASAI3.SA,,9.966428756713867,
2025-08-25,ASAI3.SA,,9.897353172302246,
2025-08-26,ASAI3.SA,,9.818411827087402,
2025-08-27,ASAI3.SA,,9.907221794128418,
2025-08-28,ASAI3.SA,,10.331535339355469,
2025-08-29,ASAI3.SA,,10.380873680114746,
2025-09-01,ASAI3.SA,,10.301931381225586,
2025-09-02,ASAI3.SA,,10.074973106384277,
2025-09-03,ASAI3.SA,,9.936824798583984,
2025-09-04,ASAI3.SA,,10.045370101928711,
2025-09-05,ASAI3.SA,,10.361138343811035,
2025-09-08,ASAI3.SA,,9.976295471191406,
2025-09-09,ASAI3.SA,,9.80854320526123,
2025-09-10,ASAI3.SA,,9.80854320526123,
2025-09-11,ASAI3.SA,,9.778940200805664,
2025-09-12,ASAI3.SA,,9.749337196350098,
2025-09-15,ASAI3.SA,,9.996030807495117,
2025-09-16,ASAI3.SA,,9.976295471191406,
2025-09-17,ASAI3.SA,,10.430212020874023,
2025-09-18,ASAI3.SA,,10.144046783447266,
2025-09-19,ASAI3.SA,,9.986163139343262,
2025-09-22,ASAI3.SA,,9.670395851135254,
2025-09-23,ASAI3.SA,,9.69999885559082,
2025-09-24,ASAI3.SA,,9.561849594116211,
2025-09-25,ASAI3.SA,,9.048727035522461,
2025-09-26,ASAI3.SA,,9.226346969604492,
2025-09-29,ASAI3.SA,,9.315155982971191,
2025-09-30,ASAI3.SA,,9.384230613708496,
2025-10-01,ASAI3.SA,,9.29542064666748,
2025-10-02,ASAI3.SA,,9.137537002563477,
2025-10-03,ASAI3.SA,,8.94018268585205,
2025-10-06,ASAI3.SA,,8.861239433288574,
2025-10-07,ASAI3.SA,,8.614545822143555,
2025-10-08,ASAI3.SA,,8.535603523254395,
2025-10-09,ASAI3.SA,,8.259306907653809,
2025-10-10,ASAI3.SA,,8.11129093170166,
2025-10-13,ASAI3.SA,,7.943539142608643,
2025-10-14,ASAI3.SA,,8.081686973571777,
2025-10-15,ASAI3.SA,,8.565207481384277,
2025-10-16,ASAI3.SA,,8.259306907653809,
2025-10-17,ASAI3.SA,,8.308646202087402,
2025-10-20,ASAI3.SA,,8.308646202087402,
2025-10-21,ASAI3.SA,,8.35798454284668,
2025-10-22,ASAI3.SA,,7.7659196853637695,
2025-10-23,ASAI3.SA,,8.012613296508789,
2025-10-24,ASAI3.SA,,8.121158599853516,
2025-10-27,ASAI3.SA,,8.29877758026123,
2025-10-28,ASAI3.SA,,8.318513870239258,
2025-10-29,ASAI3.SA,,8.387587547302246,
2025-10-30,ASAI3.SA,,8.446794509887695,
2025-10-31,ASAI3.SA,,8.486266136169434,
2025-11-03,ASAI3.SA,,8.417190551757812,
2025-11-04,ASAI3.SA,,8.367852210998535,
2025-11-05,ASAI3.SA,,8.831636428833008,
2025-11-06,ASAI3.SA,,8.654017448425293,
2025-11-07,ASAI3.SA,,8.95004940032959,
2025-11-10,ASAI3.SA,,9.019124031066895,
2025-11-11,ASAI3.SA,,9.51251220703125,
2025-11-12,ASAI3.SA,,9.5421142578125,
2025-11-13,ASAI3.SA,,9.394099235534668,
2025-11-14,ASAI3.SA,,9.364495277404785,
2025-11-17,ASAI3.SA,,9.611188888549805,
2025-11-18,ASAI3.SA,,9.394099235534668,
2025-11-19,ASAI3.SA,,9.107933044433594,
2025-11-21,ASAI3.SA,,8.890843391418457,
2025-11-24,ASAI3.SA,,9.236213684082031,
2025-11-25,ASAI3.SA,,9.27568531036377,
2025-11-26,ASAI3.SA,,9.86775016784668,
2025-11-27,ASAI3.SA,,9.926957130432129,
